filepath,predicted_class,probability,inference_time_s
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/e8c5f57c82e0407e0d11125f28ee2bfa.jpg,16, 0.9978, 0.06335
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/b716a8c78bdaf28e8f8e2770bba3630d.jpg,8, 0.7759, 0.03859
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/4580ed7a43da2d9ed08d42e6a522c622.jpg,16, 0.9990, 0.03984
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/4a96634ca1ed40830df492822d183fbb.jpg,16, 0.9919, 0.04422
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/adfabd1c6ae3ae3f25e460fab166432f.jpg,16, 0.9265, 0.04092
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/29b6c014d0a53583363528dc6aac4588.jpg,16, 0.9988, 0.05137
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/26a79cff0f5c90a3adb3158357d05f9b.jpg,16, 0.9871, 0.04334
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/baa299ad7eb66c19c8ee2f4f61f1b343.jpg,16, 0.9982, 0.04665
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/dec6d46702a7df777ef90b7e15682ca9.jpg,16, 0.9878, 0.04019
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/5e10de1331ffb1b1ecd73683558b0004.jpg,16, 0.9984, 0.04346
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/3ef4f4d1612d2ddfbd69d609422dcf1b.jpg,16, 0.9860, 0.04467
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/012bd50003d3af34443a9a13e1112f3d.jpg,16, 0.9709, 0.04308
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/ad7ba73af49871b19ea5ea605f6dafc1.jpg,16, 0.9763, 0.04615
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/41431de87dd349cc45fc8609ccdff5b2.jpg,16, 0.9993, 0.09280
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/78700ff17d1d1171ff8aa7a2623520b5.jpg,16, 0.9993, 0.04287
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/5ce195a5f0481b4ea913477c3716ef5f.jpg,16, 0.9969, 0.04554
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/5c24138e583e95b6f24988d328054c37.jpg,16, 0.9996, 0.04175
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/b59ee88c372a9b34e614f134b9434a97.jpg,16, 0.9282, 0.04264
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/18798c62898baa24dc86a5130d41ac93.jpg,16, 0.9954, 0.05348
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/987d3f167186891491f49a46d2d87097.jpg,16, 0.9880, 0.04240
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/81fd6ceb873b83d26c035d7c618f4461.jpg,16, 0.9901, 0.04241
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/0520be12b1d19077390de0b4435ed13a.jpg,16, 0.9933, 0.04765
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/7a6e64dee9e70ea948536e85fbf58425.jpg,16, 0.9981, 0.05193
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/076c62be5476c0845435df666b6a2dab.jpg,16, 0.9755, 0.04571
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/95a45deba34f04061c978d52dfe45a1f.jpg,16, 0.9988, 0.04719
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Anthus pratensis/3830610c34cc4941cda2713a695da1c2.jpg,16, 0.9974, 0.04331
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/37f3eda73b496faa82d5cd0907c048d7.jpg,16, 0.9638, 0.04729
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/ec6c2c6147ee67ed49ea9211c0a1c81e.jpg,16, 0.9967, 0.04399
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/f2a52f7f2f3d3f894b312e2520ba98d7.jpg,16, 0.9376, 0.05027
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/f89e3abd4be303a72a30a4b431a0bc82.jpg,16, 0.9709, 0.04521
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/c81e5b0e423b2597b5ebabfa19abb5c6.jpg,16, 0.9938, 0.04504
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/c555d43bbb27324ab236c88f6ecffb69.jpg,16, 0.9978, 0.04743
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/dbfc926245cb6825be9f9d4364d97877.jpg,16, 0.9734, 0.04616
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/eeb2b31eebf854160cc6666b69eaf7d8.jpg,16, 0.9876, 0.05004
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/f8e1b920c3c7a875597c70f402e2fee8.jpg,16, 0.5775, 0.04652
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/57929502e740e0e555bde1e4430f06e0.jpg,16, 0.9653, 0.05649
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/ba7c0e398adac139c9bbe3e1a227f1fa.jpg,16, 0.9057, 0.04667
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/787c3ff0a48e3669fe007e19cef0d533.jpg,16, 0.9931, 0.05060
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/510248cfff7addb8b39595f1cf21d6f3.jpg,16, 0.9783, 0.04096
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/30546708cb45c7861091fa343ec5a2ab.jpg,16, 0.9931, 0.05332
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/c8fc08b9b0614986f7c0ea0453cf9ab9.jpg,16, 0.9870, 0.04437
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/438ee85edef0c0c8d1011eca38b92df2.jpg,16, 0.9939, 0.05466
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/80082c5b71f71173cab6f271c6a76441.jpg,16, 0.9841, 0.04243
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/a6a3c121da4db96efb051d8c19b389c1.jpg,16, 0.9978, 0.05401
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/070ada28564b215c17bfba1915468c4f.jpg,16, 0.9970, 0.03968
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/cac4fc6b24f19aa19ae37a2453a82df7.jpg,16, 0.9939, 0.05273
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/da7d66b806a225e424b555f30cba42eb.jpg,16, 0.9666, 0.04266
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/a4327148068daf610871cb1cfaa30a7f.jpg,16, 0.9989, 0.05799
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/2dac1bc4ee9bf33939911f9ed9dd0952.jpg,16, 0.9884, 0.04513
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/2958ea8d7975e426b60d1f7e3f1af193.jpg,16, 0.9852, 0.08695
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/e7b24c5b3c7adcb22d07d0dfe868cf12.jpg,16, 0.9916, 0.04245
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/ddcd691c9be3c7b1ffc1d693fc9e6767.jpg,16, 0.9822, 0.04715
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/00dd23ce621ead302a7f6cf778dff84e.jpg,16, 0.9711, 0.05445
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/5272f3fadf37daf15ac439a0639e5c5a.jpg,16, 0.9881, 0.04242
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/ce0a60ed497ac9ef51d27e4367567213.jpg,16, 0.9935, 0.04926
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/c231c9bbb15c0fd968372f360788e406.jpg,16, 0.8682, 0.04247
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/c48082ae77a14dda2731a2628357267c.jpg,16, 0.9855, 0.04269
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/5240b6fb12cff9cfc26c7deb0f9f3160.jpg,16, 0.9799, 0.04660
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/0c98a71e0f645a118de990e051971281.jpg,16, 0.9863, 0.04108
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/87f6d786d7138dec6d19360abcceb379.jpg,16, 0.9950, 0.05273
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/f421845a662f7d14cf6ee42751b993fc.jpg,16, 0.9833, 0.04060
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/3fdc7bfb99d1b21d2188b18c7ce0090a.jpg,16, 0.9932, 0.05505
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/9b79f6d96bad0d7adcfe5160e9ef504a.jpg,16, 0.9826, 0.03724
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/b70310a15b4c50fb6a080bbca3a9b2ae.jpg,16, 0.9655, 0.05063
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/7377a86c97e8d80286b1b9329cf1da6d.jpg,16, 0.9950, 0.04904
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/dd89dae3579b345dfd9865639029aa83.jpg,16, 0.9791, 0.04127
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/943847ef8d5aff9635a2f008387d3e93.jpg,16, 0.8042, 0.04889
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/68f14965da3a25d328709d6b736ca5dd.jpg,16, 0.9934, 0.04125
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/281e1f25d58da61adfa68118f84a3f90.jpg,16, 0.9944, 0.05214
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/7db6e5d8e7bd0ea5b86c7836a9a9f5a7.jpg,16, 0.9973, 0.03834
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/b212f6c34894c7674b63833e38d5d5fd.jpg,16, 0.9801, 0.04960
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Phalaropus fulicarius/791aa0b9c2df60aa44195ea8350a4dc1.jpg,16, 0.9900, 0.04031
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/7696b21828bd9332ec2355d24b02baf2.jpg,16, 0.5473, 0.04917
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/0a9e11c7e0e9802ffe5df5ca97dd72dc.jpg,16, 0.9507, 0.04162
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/eade26d55c33ae16c821831967e2257f.jpg,16, 0.9318, 0.07067
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/eab02f1775bf45999c8d0cf5c78e882a.jpg,16, 0.9483, 0.06551
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/442532690207ac4d3c7f208eb7e38cfa.jpg,16, 0.9972, 0.07318
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/7098b50e4be128b9d4a530e854885890.jpg,16, 0.9817, 0.06630
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/915405d9e194e630ddfd61f8c3456d4e.jpg,16, 0.8309, 0.04303
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/1fd20c2740b8ecc00931725e3ff47e95.jpg,14, 0.6738, 0.05220
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/7da658259810535c94d798d303c45328.jpg,16, 0.9948, 0.04198
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/32113c0604e15cae3b32b23444745697.jpg,16, 0.8781, 0.04436
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/939cafbba97c83b67b73a1d44769c72b.jpg,16, 0.9939, 0.04377
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/5089fb4f2d3d66ad15cc14bfa679f277.jpg,16, 0.9932, 0.07602
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/92bb60e7c116f3b7a44b283eff8952f7.jpg,16, 0.9448, 0.05589
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/15fa203f431b5fdb9f6267f578e884af.jpg,16, 0.9765, 0.04037
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/6649fdc486b0d135895deaa69901a8c9.jpg,16, 0.9948, 0.04192
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/f82560f5a8a9f7892841d9d02b8e46ed.jpg,16, 0.9772, 0.04306
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/a5c2f6d4c369fee4e127d0c116afd5db.jpg,16, 0.8609, 0.04944
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/48121259da6b971e924044426d4131f7.jpg,11, 0.6329, 0.04708
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/d14792705e6cdf814f77124eabad1e59.jpg,16, 0.9776, 0.10825
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/ff74b4346ec6d4a4a58febf6dd30dc6e.jpg,16, 0.9820, 0.03941
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/ed47b5f5cea9963c96ca4dd96dcc5b3f.jpg,16, 0.9929, 0.04792
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/b513d8157ccf9abef30eaab3ee899bc6.jpg,16, 0.9787, 0.04133
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/023b8f3b3deafc70763fb5812c37095a.jpg,16, 0.8930, 0.04375
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Apatura ilia/b658335ae7f211d1bd845335e3845823.jpg,16, 0.9509, 0.04131
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/baa944ff2b5a3faf454cc3bef468a1eb.jpg,16, 0.9561, 0.04780
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/da2fea02e80ad5bbaf00d16cf200d24b.jpg,16, 0.9910, 0.04162
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/5ef39e42bc19320ab4bd9c19c99b49eb.jpg,16, 0.6427, 0.05280
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/cad0684effe2bb6485e6d611eb700528.jpg,16, 0.9064, 0.04844
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/986caee58e10bcdf999b2aff0245c240.jpg,16, 0.9892, 0.06531
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/4b9dc160f40bf60c1485b06cfc32c237.jpg,16, 0.9927, 0.04308
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/350a98b5a77b174d13aa5edc049aa3f2.jpg,16, 0.9900, 0.05171
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/9a59e80c70f7aedec5dbda684dc5af5d.jpg,16, 0.9688, 0.04700
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/c5bf001b886c68efebea889a838ba33d.jpg,16, 0.9345, 0.09727
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/331b06654fff08db7980ee33447a5dbb.jpg,16, 0.9923, 0.05104
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/9c8fe84e18ced7a583de660b30300c50.jpg,16, 0.9925, 0.03771
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/f6ff21a27931a5f921e89a945ff5f09a.jpg,16, 0.9558, 0.07028
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/7c33d35de63f4936eabdbaeb73456cba.jpg,16, 0.9939, 0.03972
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/c90405309c4010b987b5ca33bdfa694e.jpg,16, 0.8048, 0.05270
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/e1752420dcdd7139e9bf4c5bf9a95ecc.jpg,16, 0.9591, 0.04414
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/02d26a6bb4091c7ca805329cb09048d7.jpg,16, 0.8464, 0.04660
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/b733f48cb0935d51b0fbc9bb91f44803.jpg,16, 0.9528, 0.04328
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/e7f0e5b3e1eeffc7f2e07d95683e1816.jpg,16, 0.9928, 0.05165
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/8f6590e44c65263b678caad15dad2e0f.jpg,6, 0.8103, 0.04447
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/cea0abad395b48cbcd761d1c6569f37b.jpg,6, 0.9694, 0.04595
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/0f74151b077377f7a09a8bdfe1719d79.jpg,16, 0.9994, 0.06188
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/ed6d34d1ee804dc6f47962b2d254ff0c.jpg,16, 0.9775, 0.03875
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/18d8415852052604da69fb7b884b092f.jpg,16, 0.5643, 0.06411
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/9df94aadbfddb37fac7db4d7fc313faa.jpg,16, 0.9533, 0.04527
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/9262434a6882b8ff0cc7238d4ea8aadd.jpg,16, 0.9310, 0.04127
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/4b4403e15e9411d8d4139a9839f58dd4.jpg,16, 0.8251, 0.04087
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/16ae2ee2b99682d0c95373981da9fd0f.jpg,16, 0.9048, 0.05205
/home/tom-maverick/Documents/02_GitHub/cvpr18-inaturalist-transfer/data/haute_garonne_other/Other/Parus major/788854dc11c81a614b18d10a73c9fc7a.jpg,16, 0.5365, 0.04075
